MONTH,DAY_OF_WEEK,DEP_DEL15,DISTANCE_GROUP,DEP_TIME_BLK,SEGMENT_NUMBER,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,CARRIER_NAME,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,AIRLINE_AIRPORT_FLIGHTS_MONTH,AVG_MONTHLY_PASS_AIRPORT,AVG_MONTHLY_PASS_AIRLINE,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,DEPARTING_AIRPORT,LATITUDE,LONGITUDE,PREVIOUS_AIRPORT,PRCP,SNOW,SNWD,TMAX,AWND
9,2,1,6,1900-1959,3,15,140,Delta Air Lines Inc.,24000,85000,4340,2500000,11000000,0.00018,0.0004,6,Denver International,39.86,-104.67,San Francisco International,0.0,0.0,0.0,72.0,4.7
9,6,0,8,0600-0659,8,4,150,American Airlines Inc.,14000,90000,2681,1700000,10500000,0.00016,0.00035,24,Miami International,25.79,-80.29,Dallas/Fort Worth International,0.0,0.0,0.0,67.0,5.8
2,6,0,3,1600-1659,3,10,150,JetBlue Airways,22000,30000,1404,3100000,3500000,0.00019,0.00028,10,Los Angeles International,33.94,-118.41,Miami International,0.0,0.0,0.0,49.0,4.5
4,6,0,2,1800-1859,1,12,143,Southwest Airlines Co.,15000,110000,3511,1800000,12000000,0.00012,0.0003,10,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,43.0,7.0
10,1,0,5,1700-1759,1,9,155,United Air Lines Inc.,14000,70000,2085,1700000,8500000,0.00017,0.00036,8,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,50.0,9.5
5,7,0,11,1400-1459,3,23,195,Alaska Airlines Inc.,24000,25000,1277,2500000,2600000,0.00021,0.00033,11,Denver International,39.86,-104.67,Los Angeles International,0.0,0.0,0.0,72.0,6.0
4,1,0,8,1500-1559,2,15,173,Southwest Airlines Co.,15000,110000,3511,2200000,12000000,0.00012,0.0003,20,John F. Kennedy International,40.64,-73.78,Denver International,0.0,0.0,0.0,55.0,6.3
5,4,1,5,0700-0759,5,10,163,Southwest Airlines Co.,27000,110000,6319,2800000,12000000,0.00012,0.0003,18,Dallas/Fort Worth International,32.9,-97.04,San Francisco International,0.0,0.0,0.0,69.0,9.8
7,6,0,11,0700-0759,1,8,150,American Airlines Inc.,14000,90000,2681,1700000,10500000,0.00016,0.00035,5,Miami International,25.79,-80.29,NONE,0.0,0.0,0.0,81.0,10.3
11,2,1,5,2100-2159,6,12,195,Alaska Airlines Inc.,15000,25000,798,1900000,2600000,0.00021,0.00033,7,Seattle/Tacoma International,47.45,-122.31,Chicago O'Hare International,0.0,0.0,0.3,33.0,3.6
7,2,0,2,1700-1759,1,5,130,American Airlines Inc.,15000,90000,2872,1800000,10500000,0.00016,0.00035,2,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,101.0,8.1
2,4,0,10,0800-0859,1,4,180,American Airlines Inc.,13000,90000,2489,1500000,10500000,0.00016,0.00035,9,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,24.0,6.7
5,3,0,4,1900-1959,1,10,150,American Airlines Inc.,14000,90000,2681,1700000,10500000,0.00016,0.00035,13,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,75.0,9.8
9,5,1,5,1600-1659,3,10,123,Southwest Airlines Co.,14000,110000,3277,1700000,12000000,0.00012,0.0003,9,McCarran International,36.08,-115.15,Logan International,0.0,0.0,0.0,75.0,1.9
2,3,1,11,2300-2359,4,14,145,Alaska Airlines Inc.,15000,25000,798,1800000,2600000,0.00021,0.00033,14,Phoenix Sky Harbor International,33.43,-112.01,John F. Kennedy International,0.0,0.0,0.0,47.0,6.2
3,3,1,10,1700-1759,1,17,155,United Air Lines Inc.,30000,70000,4468,3000000,8500000,0.00017,0.00036,7,Chicago O'Hare International,41.98,-87.9,NONE,0.0,0.0,0.0,49.0,9.1
1,2,0,8,1700-1759,2,14,155,United Air Lines Inc.,33000,70000,4915,3400000,8500000,0.00017,0.00036,10,Hartsfield-Jackson Atlanta International,33.64,-84.43,McCarran International,0.0,0.0,2.1,34.0,12.9
3,5,0,11,0600-0659,2,9,130,JetBlue Airways,15000,30000,957,2200000,3500000,0.00019,0.00028,10,John F. Kennedy International,40.64,-73.78,Chicago O'Hare International,0.0,0.0,0.0,34.0,11.3
11,5,0,5,0700-0759,1,10,130,American Airlines Inc.,22000,90000,4213,3100000,10500000,0.00016,0.00035,5,Los Angeles International,33.94,-118.41,NONE,0.0,0.0,0.0,46.0,2.4
7,7,0,7,0800-0859,1,6,173,Southwest Airlines Co.,15000,110000,3511,1800000,12000000,0.00012,0.0003,9,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,69.0,8.6
4,6,0,1,0700-0759,1,7,143,Southwest Airlines Co.,13000,110000,3043,1500000,12000000,0.00012,0.0003,9,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,51.0,14.1
7,2,0,3,2300-2359,1,8,180,Delta Air Lines Inc.,15000,85000,2713,2200000,11000000,0.00018,0.0004,9,John F. Kennedy International,40.64,-73.78,NONE,0.34,0.0,0.0,79.0,9.8
12,2,0,9,0900-0959,1,6,70,SkyWest Airlines Inc.,17000,60000,2170,2100000,2800000,0.0003,0.00025,19,San Francisco International,37.62,-122.38,NONE,0.0,0.2,0.8,35.0,13.5
8,2,1,1,1400-1459,6,10,135,United Air Lines Inc.,15000,70000,2234,1900000,8500000,0.00017,0.00036,9,Seattle/Tacoma International,47.45,-122.31,McCarran International,0.0,0.0,0.0,74.0,8.5
11,1,0,5,1500-1559,1,14,100,SkyWest Airlines Inc.,15000,60000,1915,1800000,2800000,0.0003,0.00025,8,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,55.0,8.9
2,5,0,9,1600-1659,1,12,165,Alaska Airlines Inc.,33000,25000,1755,3400000,2600000,0.00021,0.00033,6,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,0.0,35.0,8.8
9,3,0,10,0800-0859,1,9,165,Alaska Airlines Inc.,15000,25000,798,2200000,2600000,0.00021,0.00033,8,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,59.0,7.2
6,4,0,5,1600-1659,1,11,70,SkyWest Airlines Inc.,14000,60000,1787,1700000,2800000,0.0003,0.00025,9,Miami International,25.79,-80.29,NONE,0.0,0.0,0.0,71.0,4.2
9,3,0,1,1700-1759,1,12,70,SkyWest Airlines Inc.,15000,60000,1915,2200000,2800000,0.0003,0.00025,8,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,78.0,8.1
1,1,0,11,1100-1159,1,6,155,United Air Lines Inc.,14000,70000,2085,1700000,8500000,0.00017,0.00036,10,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,41.0,7.6
6,1,0,4,0800-0859,2,7,130,American Airlines Inc.,14000,90000,2681,1700000,10500000,0.00016,0.00035,12,McCarran International,36.08,-115.15,Seattle/Tacoma International,0.0,0.0,0.0,92.0,7.6
8,1,0,7,1700-1759,3,11,150,JetBlue Airways,13000,30000,830,1500000,3500000,0.00019,0.00028,11,Logan International,42.36,-71.01,Phoenix Sky Harbor International,0.0,0.0,0.0,63.0,6.4
6,3,0,3,0600-0659,3,5,170,JetBlue Airways,15000,30000,957,2200000,3500000,0.00019,0.00028,25,John F. Kennedy International,40.64,-73.78,San Francisco International,0.16,0.0,0.0,85.0,9.5
10,3,0,6,0800-0859,1,5,150,American Airlines Inc.,15000,90000,2872,1800000,10500000,0.00016,0.00035,16,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,69.0,7.5
11,4,0,1,1400-1459,5,9,150,JetBlue Airways,33000,30000,2106,3400000,3500000,0.00019,0.00028,9,Hartsfield-Jackson Atlanta International,33.64,-84.43,Hartsfield-Jackson Atlanta International,0.0,0.0,0.0,44.0,9.6
3,2,0,10,1100-1159,2,8,130,JetBlue Airways,15000,30000,957,1900000,3500000,0.00019,0.00028,5,Seattle/Tacoma International,47.45,-122.31,San Francisco International,1.34,0.0,0.0,38.0,5.1
10,4,1,1,1400-1459,1,20,145,Alaska Airlines Inc.,24000,25000,1277,2500000,2600000,0.00021,0.00033,21,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,44.0,14.1
2,4,0,10,2000-2059,2,16,123,Southwest Airlines Co.,27000,110000,6319,2800000,12000000,0.00012,0.0003,6,Dallas/Fort Worth International,32.9,-97.04,Phoenix Sky Harbor International,0.74,0.0,0.0,37.0,8.3
1,7,0,10,1000-1059,1,11,135,United Air Lines Inc.,14000,70000,2085,1700000,8500000,0.00017,0.00036,4,Miami International,25.79,-80.29,NONE,0.0,0.0,0.0,47.0,5.1
12,6,1,11,1600-1659,5,8,70,SkyWest Airlines Inc.,13000,60000,1660,1500000,2800000,0.0003,0.00025,5,Logan International,42.36,-71.01,John F. Kennedy International,0.0,0.0,0.0,23.0,15.0
10,3,0,4,1300-1359,1,12,150,JetBlue Airways,15000,30000,957,1800000,3500000,0.00019,0.00028,15,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,66.0,7.1
7,3,1,8,1600-1659,4,14,150,American Airlines Inc.,27000,90000,5170,2800000,10500000,0.00016,0.00035,5,Dallas/Fort Worth International,32.9,-97.04,McCarran International,0.72,0.0,0.0,75.0,6.0
2,4,0,6,0900-0959,1,8,160,Delta Air Lines Inc.,15000,85000,2713,1800000,11000000,0.00018,0.0004,6,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.03,0.0,0.0,35.0,13.4
12,5,1,6,0800-0859,1,10,165,Alaska Airlines Inc.,13000,25000,691,1500000,2600000,0.00021,0.00033,16,Logan International,42.36,-71.01,NONE,0.37,1.5,3.2,19.0,1.9
10,5,1,9,1600-1659,4,11,143,Southwest Airlines Co.,24000,110000,5617,2500000,12000000,0.00012,0.0003,14,Denver International,39.86,-104.67,San Francisco International,0.0,0.0,0.0,49.0,2.8
8,7,0,8,1000-1059,1,11,190,Delta Air Lines Inc.,33000,85000,5968,3400000,11000000,0.00018,0.0004,14,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,0.0,85.0,8.1
2,1,1,7,1600-1659,2,8,185,United Air Lines Inc.,13000,70000,1936,1500000,8500000,0.00017,0.00036,8,Logan International,42.36,-71.01,Seattle/Tacoma International,0.0,1.4,2.1,25.0,10.7
3,1,0,11,1600-1659,1,8,70,SkyWest Airlines Inc.,13000,60000,1660,1500000,2800000,0.0003,0.00025,8,Logan International,42.36,-71.01,NONE,0.1,0.0,0.5,22.0,8.0
1,1,0,11,0600-0659,1,7,165,Alaska Airlines Inc.,15000,25000,798,2200000,2600000,0.00021,0.00033,16,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,11.0,6.6
1,7,0,9,2000-2059,2,19,163,Southwest Airlines Co.,30000,110000,7021,3000000,12000000,0.00012,0.0003,16,Chicago O'Hare International,41.98,-87.9,Logan International,0.0,0.7,1.0,22.0,15.3
5,2,1,7,2100-2159,1,21,70,SkyWest Airlines Inc.,30000,60000,3830,3000000,2800000,0.0003,0.00025,13,Chicago O'Hare International,41.98,-87.9,NONE,0.0,0.0,0.0,47.0,8.6
7,3,1,1,2100-2159,1,22,180,JetBlue Airways,22000,30000,1404,3100000,3500000,0.00019,0.00028,7,Los Angeles International,33.94,-118.41,NONE,0.2,0.0,0.0,62.0,2.0
2,4,0,11,0800-0859,3,3,145,Alaska Airlines Inc.,13000,25000,691,1500000,2600000,0.00021,0.00033,19,Logan International,42.36,-71.01,Phoenix Sky Harbor International,0.6,1.7,2.6,18.0,7.8
4,7,0,1,2000-2059,1,22,173,Southwest Airlines Co.,24000,110000,5617,2500000,12000000,0.00012,0.0003,10,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,57.0,8.2
12,2,1,5,0700-0759,1,12,135,United Air Lines Inc.,33000,70000,4915,3400000,8500000,0.00017,0.00036,13,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,0.0,27.0,7.4
4,3,0,6,0900-0959,3,12,160,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,7,Miami International,25.79,-80.29,Logan International,1.32,0.0,0.0,65.0,9.2
2,7,0,9,1000-1059,1,11,143,Southwest Airlines Co.,14000,110000,3277,1700000,12000000,0.00012,0.0003,31,Miami International,25.79,-80.29,NONE,0.0,0.0,0.0,37.0,8.6
4,5,1,4,0900-0959,1,10,160,Delta Air Lines Inc.,27000,85000,4883,2800000,11000000,0.00018,0.0004,12,Dallas/Fort Worth International,32.9,-97.04,NONE,0.28,0.0,0.0,58.0,12.2
10,1,0,9,1300-1359,1,12,180,Delta Air Lines Inc.,17000,85000,3074,2100000,11000000,0.00018,0.0004,15,San Francisco International,37.62,-122.38,NONE,0.0,0.0,0.0,55.0,3.5
6,6,0,8,1100-1159,2,8,143,Southwest Airlines Co.,22000,110000,5149,3100000,12000000,0.00012,0.0003,11,Los Angeles International,33.94,-118.41,Seattle/Tacoma International,0.0,0.0,0.0,90.0,4.8
3,4,1,1,0800-0859,2,8,143,Southwest Airlines Co.,17000,110000,3979,2100000,12000000,0.00012,0.0003,13,San Francisco International,37.62,-122.38,Logan International,0.0,0.0,0.0,50.0,10.7
8,3,0,4,1600-1659,4,17,150,JetBlue Airways,33000,30000,2106,3400000,3500000,0.00019,0.00028,5,Hartsfield-Jackson Atlanta International,33.64,-84.43,Denver International,0.13,0.0,0.0,84.0,8.3
7,2,0,2,1100-1159,2,12,160,Delta Air Lines Inc.,15000,85000,2713,1900000,11000000,0.00018,0.0004,13,Seattle/Tacoma International,47.45,-122.31,Chicago O'Hare International,0.0,0.0,0.0,59.0,1.6
2,1,0,8,0900-0959,1,10,145,Alaska Airlines Inc.,24000,25000,1277,2500000,2600000,0.00021,0.00033,12,Denver International,39.86,-104.67,NONE,0.16,0.0,0.0,30.0,8.8
12,7,0,1,1600-1659,2,12,155,United Air Lines Inc.,17000,70000,2532,2100000,8500000,0.00017,0.00036,7,San Francisco International,37.62,-122.38,Dallas/Fort Worth International,0.0,0.0,0.0,54.0,10.4
11,4,0,8,0600-0659,1,6,165,Alaska Airlines Inc.,15000,25000,798,2200000,2600000,0.00021,0.00033,5,John F. Kennedy International,40.64,-73.78,NONE,0.32,0.0,0.0,24.0,10.0
12,3,0,6,1600-1659,3,13,165,Alaska Airlines Inc.,15000,25000,798,1900000,2600000,0.00021,0.00033,24,Seattle/Tacoma International,47.45,-122.31,Los Angeles International,0.0,1.0,1.5,35.0,7.2
2,1,1,8,1400-1459,1,19,145,Alaska Airlines Inc.,30000,25000,1596,3000000,2600000,0.00021,0.00033,15,Chicago O'Hare International,41.98,-87.9,NONE,0.3,0.0,0.6,22.0,10.2
3,7,0,6,0800-0859,2,12,180,Delta Air Lines Inc.,22000,85000,3979,3100000,11000000,0.00018,0.0004,5,Los Angeles International,33.94,-118.41,McCarran International,0.0,0.0,0.0,65.0,8.5
10,4,0,10,1100-1159,1,10,143,Southwest Airlines Co.,15000,110000,3511,1900000,12000000,0.00012,0.0003,14,Seattle/Tacoma International,47.45,-122.31,NONE,0.0,0.0,0.0,48.0,11.1
6,4,0,2,0900-0959,1,3,173,Southwest Airlines Co.,13000,110000,3043,1500000,12000000,0.00012,0.0003,10,Logan International,42.36,-71.01,NONE,0.22,0.0,0.0,51.0,9.1
9,3,0,3,1500-1559,3,14,150,American Airlines Inc.,22000,90000,4213,3100000,10500000,0.00016,0.00035,8,Los Angeles International,33.94,-118.41,McCarran International,0.0,0.0,0.0,78.0,6.7
4,6,0,1,1300-1359,5,17,150,American Airlines Inc.,33000,90000,6319,3400000,10500000,0.00016,0.00035,14,Hartsfield-Jackson Atlanta International,33.64,-84.43,Dallas/Fort Worth International,0.0,0.0,0.0,48.0,4.4
7,2,0,7,2200-2259,5,14,170,American Airlines Inc.,14000,90000,2681,1700000,10500000,0.00016,0.00035,15,Miami International,25.79,-80.29,Logan International,0.47,0.0,0.0,90.0,7.0
2,1,0,5,1200-1259,3,8,70,SkyWest Airlines Inc.,17000,60000,2170,2100000,2800000,0.0003,0.00025,8,San Francisco International,37.62,-122.38,McCarran International,0.0,0.0,0.0,49.0,11.3
11,7,0,6,1400-1459,1,5,150,JetBlue Airways,15000,30000,957,1900000,3500000,0.00019,0.00028,3,Seattle/Tacoma International,47.45,-122.31,NONE,0.0,0.0,0.0,37.0,6.1
12,7,0,8,1400-1459,1,14,150,American Airlines Inc.,30000,90000,5745,3000000,10500000,0.00016,0.00035,13,Chicago O'Hare International,41.98,-87.9,NONE,0.11,0.0,0.7,8.0,9.3
10,3,0,3,1600-1659,1,6,70,SkyWest Airlines Inc.,15000,60000,1915,2200000,2800000,0.0003,0.00025,25,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,44.0,11.3
3,3,0,8,1700-1759,3,9,70,SkyWest Airlines Inc.,15000,60000,1915,1800000,2800000,0.0003,0.00025,12,Phoenix Sky Harbor International,33.43,-112.01,McCarran International,0.55,0.0,0.0,59.0,4.4
2,4,1,9,1700-1759,2,10,160,Delta Air Lines Inc.,15000,85000,2713,1800000,11000000,0.00018,0.0004,10,Phoenix Sky Harbor International,33.43,-112.01,Logan International,0.08,0.0,0.0,46.0,9.7
12,7,1,10,1900-1959,3,12,130,American Airlines Inc.,24000,90000,4596,2500000,10500000,0.00016,0.00035,10,Denver International,39.86,-104.67,Seattle/Tacoma International,0.0,0.0,0.0,30.0,7.6
9,7,0,9,0600-0659,1,9,50,SkyWest Airlines Inc.,15000,60000,1915,1900000,2800000,0.0003,0.00025,9,Seattle/Tacoma International,47.45,-122.31,NONE,0.0,0.0,0.0,77.0,7.7
4,4,1,2,1700-1759,1,17,50,SkyWest Airlines Inc.,30000,60000,3830,3000000,2800000,0.0003,0.00025,13,Chicago O'Hare International,41.98,-87.9,NONE,0.0,0.0,0.0,56.0,6.1
3,7,0,7,1100-1159,1,6,150,American Airlines Inc.,13000,90000,2489,1500000,10500000,0.00016,0.00035,19,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,31.0,8.5
4,6,1,2,1800-1859,2,18,50,SkyWest Airlines Inc.,24000,60000,3064,2500000,2800000,0.0003,0.00025,21,Denver International,39.86,-104.67,Dallas/Fort Worth International,1.01,0.0,0.0,51.0,5.8
5,6,0,8,1300-1359,1,11,150,American Airlines Inc.,22000,90000,4213,3100000,10500000,0.00016,0.00035,16,Los Angeles International,33.94,-118.41,NONE,0.0,0.0,0.0,69.0,8.4
12,1,1,10,1200-1259,5,10,150,American Airlines Inc.,14000,90000,2681,1700000,10500000,0.00016,0.00035,10,McCarran International,36.08,-115.15,Seattle/Tacoma International,0.0,0.0,0.3,34.0,12.2
10,4,0,1,1200-1259,3,8,50,SkyWest Airlines Inc.,17000,60000,2170,2100000,2800000,0.0003,0.00025,5,San Francisco International,37.62,-122.38,Miami International,0.01,0.0,0.0,71.0,4.5
7,4,1,8,1800-1859,1,9,190,Delta Air Lines Inc.,15000,85000,2713,1800000,11000000,0.00018,0.0004,32,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.39,0.0,0.0,95.0,8.5
3,1,0,6,0800-0859,1,10,130,JetBlue Airways,27000,30000,1723,2800000,3500000,0.00019,0.00028,10,Dallas/Fort Worth International,32.9,-97.04,NONE,0.0,0.0,0.0,59.0,7.9
1,7,0,5,1500-1559,2,8,143,Southwest Airlines Co.,13000,110000,3043,1500000,12000000,0.00012,0.0003,19,Logan International,42.36,-71.01,Miami International,0.0,0.0,0.0,14.0,9.5
12,5,1,6,1400-1459,1,10,143,Southwest Airlines Co.,14000,110000,3277,1700000,12000000,0.00012,0.0003,27,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,36.0,10.5
5,1,0,3,1800-1859,1,13,165,Alaska Airlines Inc.,33000,25000,1755,3400000,2600000,0.00021,0.00033,9,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.01,0.0,0.0,75.0,10.7
5,3,0,5,0900-0959,1,7,180,Delta Air Lines Inc.,27000,85000,4883,2800000,11000000,0.00018,0.0004,21,Dallas/Fort Worth International,32.9,-97.04,NONE,0.0,0.0,0.0,72.0,7.9
6,3,1,10,1500-1559,4,24,50,SkyWest Airlines Inc.,30000,60000,3830,3000000,2800000,0.0003,0.00025,6,Chicago O'Hare International,41.98,-87.9,Phoenix Sky Harbor International,0.0,0.0,0.0,56.0,5.0
8,4,0,6,0700-0759,2,8,160,Delta Air Lines Inc.,24000,85000,4340,2500000,11000000,0.00018,0.0004,6,Denver International,39.86,-104.67,Phoenix Sky Harbor International,0.74,0.0,0.0,62.0,8.1
11,6,0,3,0001-0559,1,7,180,American Airlines Inc.,24000,90000,4596,2500000,10500000,0.00016,0.00035,9,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,29.0,5.7
10,2,0,9,1900-1959,1,16,155,United Air Lines Inc.,33000,70000,4915,3400000,8500000,0.00017,0.00036,10,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.08,0.0,0.0,61.0,9.9
8,5,1,3,1700-1759,2,12,155,United Air Lines Inc.,15000,70000,2234,1800000,8500000,0.00017,0.00036,20,Phoenix Sky Harbor International,33.43,-112.01,Miami International,0.0,0.0,0.0,81.0,10.7
6,4,0,11,1800-1859,1,16,160,Delta Air Lines Inc.,24000,85000,4340,2500000,11000000,0.00018,0.0004,14,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,66.0,10.8
10,7,1,3,1800-1859,1,8,160,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,13,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,61.0,5.2
10,7,0,5,0800-0859,4,3,150,American Airlines Inc.,13000,90000,2489,1500000,10500000,0.00016,0.00035,5,Logan International,42.36,-71.01,John F. Kennedy International,0.0,0.0,0.0,53.0,13.6
3,5,0,10,0900-0959,3,9,70,SkyWest Airlines Inc.,27000,60000,3447,2800000,2800000,0.0003,0.00025,29,Dallas/Fort Worth International,32.9,-97.04,Miami International,1.03,0.0,0.0,58.0,10.3
12,6,0,11,0001-0559,2,3,135,United Air Lines Inc.,14000,70000,2085,1700000,8500000,0.00017,0.00036,14,Miami International,25.79,-80.29,Hartsfield-Jackson Atlanta International,0.0,0.0,0.0,51.0,7.1
8,6,0,1,1000-1059,4,8,160,Delta Air Lines Inc.,13000,85000,2351,1500000,11000000,0.00018,0.0004,9,Logan International,42.36,-71.01,Miami International,0.0,0.0,0.0,56.0,6.7
1,2,0,5,1000-1059,5,16,190,Delta Air Lines Inc.,30000,85000,5426,3000000,11000000,0.00018,0.0004,10,Chicago O'Hare International,41.98,-87.9,Chicago O'Hare International,0.0,0.0,2.9,10.0,8.7
3,7,0,5,0800-0859,1,8,195,Alaska Airlines Inc.,30000,25000,1596,3000000,2600000,0.00021,0.00033,15,Chicago O'Hare International,41.98,-87.9,NONE,0.0,0.0,0.0,35.0,18.5
2,2,1,9,2200-2259,2,14,130,JetBlue Airways,22000,30000,1404,3100000,3500000,0.00019,0.00028,7,Los Angeles International,33.94,-118.41,Chicago O'Hare International,0.0,0.0,0.0,25.0,8.1
7,1,1,6,1400-1459,1,13,190,Delta Air Lines Inc.,33000,85000,5968,3400000,11000000,0.00018,0.0004,16,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,0.0,89.0,7.6
7,6,0,4,1900-1959,4,13,185,Alaska Airlines Inc.,15000,25000,798,2200000,2600000,0.00021,0.00033,21,John F. Kennedy International,40.64,-73.78,Denver International,0.0,0.0,0.0,53.0,9.2
11,3,0,10,2100-2159,1,13,130,JetBlue Airways,15000,30000,957,2200000,3500000,0.00019,0.00028,14,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,34.0,10.2
10,4,0,9,0800-0859,1,6,155,United Air Lines Inc.,15000,70000,2234,1900000,8500000,0.00017,0.00036,11,Seattle/Tacoma International,47.45,-122.31,NONE,0.0,0.0,0.0,50.0,11.5
8,2,0,11,1300-1359,1,4,70,SkyWest Airlines Inc.,17000,60000,2170,2100000,2800000,0.0003,0.00025,9,San Francisco International,37.62,-122.38,NONE,0.09,0.0,0.0,76.0,11.9
3,5,0,11,1100-1159,1,6,160,Delta Air Lines Inc.,15000,85000,2713,2200000,11000000,0.00018,0.0004,7,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.4,0.5,33.0,4.6
5,5,0,1,0800-0859,3,8,130,JetBlue Airways,27000,30000,1723,2800000,3500000,0.00019,0.00028,12,Dallas/Fort Worth International,32.9,-97.04,San Francisco International,0.0,0.0,0.0,70.0,4.3
2,3,0,6,1300-1359,2,5,185,United Air Lines Inc.,15000,70000,2234,1900000,8500000,0.00017,0.00036,8,Seattle/Tacoma International,47.45,-122.31,Dallas/Fort Worth International,0.0,0.0,0.8,32.0,9.9
10,4,0,2,1600-1659,1,11,150,JetBlue Airways,15000,30000,957,2200000,3500000,0.00019,0.00028,18,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,46.0,12.0
12,2,0,10,1300-1359,4,4,160,Delta Air Lines Inc.,15000,85000,2713,1800000,11000000,0.00018,0.0004,18,Phoenix Sky Harbor International,33.43,-112.01,Miami International,0.0,0.0,0.0,38.0,10.6
2,7,1,11,0700-0759,1,6,150,JetBlue Airways,14000,30000,894,1700000,3500000,0.00019,0.00028,15,Miami International,25.79,-80.29,NONE,0.21,2.1,3.1,11.0,8.9
10,5,0,7,0600-0659,1,5,150,American Airlines Inc.,14000,90000,2681,1700000,10500000,0.00016,0.00035,6,Miami International,25.79,-80.29,NONE,0.0,0.0,0.0,50.0,8.3
9,4,0,5,1600-1659,3,21,100,SkyWest Airlines Inc.,17000,60000,2170,2100000,2800000,0.0003,0.00025,15,San Francisco International,37.62,-122.38,Miami International,0.09,0.0,0.0,78.0,7.4
10,6,0,6,1400-1459,5,6,150,American Airlines Inc.,22000,90000,4213,3100000,10500000,0.00016,0.00035,8,Los Angeles International,33.94,-118.41,Seattle/Tacoma International,0.0,0.0,0.0,73.0,10.5
5,4,0,2,0700-0759,1,14,130,JetBlue Airways,24000,30000,1532,2500000,3500000,0.00019,0.00028,7,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,58.0,9.4
9,6,0,4,1300-1359,1,6,165,Alaska Airlines Inc.,15000,25000,798,2200000,2600000,0.00021,0.00033,14,John F. Kennedy International,40.64,-73.78,NONE,0.06,0.0,0.0,48.0,5.6
